id,question
Q01824,"Chytridiomycota are considered the most primitive of what kingdom?"
Q01825,"What is the study of how and why plants and animals live where they do?"
Q01826,"we only have diamonds because of the existence of"
Q01827,"Anna ran 100 meters in 20 seconds. What was her average speed?"
Q01828,"What leads to less emissions and less pollution?"
Q01829,"What is an ion that is in common to both salts in a solution?"
Q01830,"What increases the amount of carbon in soil?"
Q01831,"The superior nasal concha and middle nasal concha are parts of which bone?"
Q01832,"Acid can be used to make a new"
Q01833,"The running and moving liquid fluid during a storm causes what"
Q01834,"A girl wants to enjoy some fresh strawberries. She checks the patch in the garden where strawberries grow, but still a ways away from being ready, because they are still"
Q01835,"How high or low a sound seems is associated with what property of the sound?"
Q01836,"By what are skeletal muscles attached to bones?"
Q01837,"Which is true about reproduction in both a euglena and a paramecium?"
Q01838,"What serves as a first responder to pathogenic threats that bypass natural physical and chemical barriers of the body?"
Q01839,"Jose has two bar magnets. He pushes the ends of the two magnets together and then he lets go. The magnets move quickly apart. Which of the following statements best explains why this happens?"
Q01840,"What is usually necessary to develop cancer?"
Q01841,"Which of the following questions is testable in a scientific investigation?"
Q01842,"Hydrogen chloride contains one atom of hydrogen and one atom of what?"
Q01843,"New technology in some countries focuses on medical procedures and space exploration. In other countries, new technology focuses on preventing disease and feeding an increasing population. Which statement best explains why countries focus on different types of new technology?"
Q01844,"Panels of solar cells are used to collect energy from the Sun and convert it into energy for use in homes. Into what type of energy is the solar energy converted?"
Q01845,"It is harmful to place paintings where"
Q01846,"a form of alcohol is used to produce electricity by what?"
Q01847,"Which of the following traits of a dog is inherited from its parents?"
Q01848,"What are usually acquired from contact with infected animals?"
Q01849,"What is the growing root tip protected by?"
Q01850,"A student reads the following description of a region: 'It has warm summers, moderate winters, and frequent rainfall.' What information does this description best provide?"
Q01851,"What do tissues need to repair themselves?"
Q01852,"What does the secondary oocyte have the most of from the original cell?"
Q01853,"A flower's colors come from what part of the plant?"
Q01854,"The difference between aldehydes and ketones is the placement of what group within the molecule?"
Q01855,"Most of what type of animal is known for having a shell?"
Q01856,"All living cells in multicellular organisms contain an internal cytoplasmic compartment, and a nucleus within the cytoplasm. cytosol, the jelly-like substance within the cell, provides the fluid medium necessary for this?"
Q01857,"What is required for both the synthesis and breakdown of molecules?"
Q01858,"Coal is used to produce the movement of electrons by what in coal-fire power stations?"
Q01859,"Which is most likely to cause an organism to become endangered or extinct?"
Q01860,"a Punnett square is used to identify the percent chance of a trait being passed down from a parent to its what?"
Q01861,"Casey has found several identical marine animals attached to an artificial reef in the Gulf of Mexico. Which characteristic would identify the animals as mollusks?"
Q01862,"Where would a duck like to live?"
Q01863,"Food consists of organic molecules that store heat where?"
Q01864,"What is contained in genes for coding proteins?"
Q01865,"what can fish not make?"
Q01866,"What is the term for a change in an object’s motion, which occurs whenever an object is acted upon by an unbalanced force?"
Q01867,"Why do animals sleep through winter?"
Q01868,"Which converts sunlight, water, and carbon dioxide to grow?"
Q01869,"The cells of all eukarya have a what?"
Q01870,"What are hosted, but don't usually kill their host?"
Q01871,"what does making plastic require?"
Q01872,"What is the term for traits that show wide variation, such as height, skin color, and eye color?"
Q01873,"What kind of interference is observed when the paths differ by a whole wavelength, and the waves arrive in phase?"
Q01874,"what are invertebrates?"
Q01875,"What is the name of the scientific field that deals with the general study of the solid earth?"
Q01876,"What is likely to happen to a parasite if it kills its host?"
Q01877,"hand-knit booties help prevent the transfer of heat from what?"
Q01878,"When high winds knocked down pine trees in a wooded region, it created a gap in the crowded canopy and allowed sunlight to fall on the ground. The increased sunlight allowed a dense growth of raspberry plants which protected young pine seedlings from being eaten by herbivores. Over time, the pine seedlings grew and blocked sunlight from falling on the woodland floor, thereby preventing growth of more raspberry plants. Which of these terms best describes the process of change observed in this woodlands community?"
Q01879,"What can some gymnosperms be used as?"
Q01880,"Pollution is caused by using what?"
Q01881,"When matter reacts, there can be what that comes from nowhere and is unaccounted for?"
Q01882,"What's one reason it won't rain?"
Q01883,"Plant-like protists produce oxygen through which process?"
Q01884,"In response to a cut, mast cells secrete histamines that cause nearby capillaries to do what?"
Q01885,"What has a special structure for penetrating a host?"
Q01886,"Seafloor spreading occurs along certain boundaries in the ocean. Which are most likely to form at the boundary where the seafloor is spreading?"
Q01887,"Which statement is a MAJOR mistake in the experimental design?"
Q01888,"A class wanted to see which paper airplane design could fly the farthest. In order to have the most accurate results, every student should"
Q01889,"In the morning, students observed puddles of water all over the playground. What would best explain why the playground was dry in the afternoon?"
Q01890,"The master gland of the body produces what stimulating hormone?"
Q01891,"what are used to see small things by biologists to make them appear bigger?"
Q01892,"if the boiling point of water is attained, what ensues beyond this point?"
Q01893,"Coral reefs are found in shallow tropical ocean waters. A coral reef is a diverse ecosystem that is supported by the photosynthesis of marine plants and the algae that live within the tissues of the coral. Given this information, when would the waters in a coral reef likely have the highest dissolved oxygen concentration?"
Q01894,"What do you call any device that makes work easier by changing a force?"
Q01895,"What is a galaxy?"
Q01896,"All living things require what, which most ecosystems obtain from the sun?"
Q01897,"In a model of a hemoglobin molecule, the purple part indicates the presence of what element?"
Q01898,"To positively impact an ecosystem"
Q01899,"What is marble formed from?"
Q01900,"What uses playing as just one of many ways to learn how to behave?"
Q01901,"Scott was looking at the results of a cross between red and white flowers. Which is the most likely result of a cross that demonstrates incomplete dominance?"
Q01902,"Electricity has many uses. Which device is designed to transform electrical energy into useful heat energy?"
Q01903,"Seasons are caused by what rotating on its axis?"
Q01904,"Which kind of vertebrates are amphibians?"
Q01905,"A boy might have brown hair due to"
Q01906,"What trend is occurring involving the extent of arctic sea ice in summer?"
Q01907,"What kind of diet is typical for raptors, such as hawks and owls?"
Q01908,"Like humans, when some animals get hot, they do what in order to lower their body temperature"
Q01909,"A strawberry is in zero way a true berry because it"
Q01910,"What are made of long chains consisting almost solely of carbon and hydrogen?"
Q01911,"A person wants to show that they have lost money with their business, and they want to show someone. They decide to use a graph that shows"
Q01912,"What causes sweetness in foods?"
Q01913,"layers of sand over animal remains eventually creates what?"
Q01914,"Plasma cells are activated B cells that secrete what?"
Q01915,"During which phase do sister chromatids separate and the centromeres divide?"
Q01916,"What decreases manual dexterity?"
Q01917,"What process do all species use to make the next generation?"
Q01918,"Scientists have discovered that there has been a reduction in the butterfly population in an ecosystem. After much research, they have identified that the carrying capacity for butterflies has been decreased. If the scientists want to increase the butterfly population, which action should they recommend?"
Q01919,"What is made of diverse hydrophobic molecules?"
Q01920,"Many natural resources are found in Maryland and the surrounding area. Some of these natural resources are renewable and some are nonrenewable. People use both kinds of resources in daily activities. Using natural resources often produces waste products. Which of these natural resources found in Maryland is nonrenewable?"
Q01921,"Which is an example of sound reaching the ear?"
Q01922,"how do insects talk?"
Q01923,"Which statement is best supported by the chemical equation shown? 6CO_{2} + 12H_{2}O + light -> C_{6}H_{12}O_{6} + 6O_{2} + 6H_{2}O"
Q01924,"When writing with an instrument one sharpens, the leftovers when pressed to paper is"
Q01925,"Humans sometimes eat what?"
Q01926,"In police radar, a radar gun sends out short bursts of which waves?"
Q01927,"What is the addition of oxygen to a molecule or the removal of hydrogen from a molecule called?"
Q01928,"what grow away from a light source?"
Q01929,"Which best describes transportation technology?"
Q01930,"What do waves carry through objects?"
Q01931,"Which of following is a property shared by the elements in the carbon family?"
Q01932,"What do organisms cluster around, in the ocean floor?"
Q01933,"which of these formations are typically the highest point from sea level?"
Q01934,"rotation cause what?"
Q01935,"Where in the plant does growth in width or girth originate?"
Q01936,"What characteristics of an organism help it survive?"
Q01937,"Scientists classify matter into various groups. Which group is typically described by the characteristics listed below? • usually solid at room temperature • can be bent or changed in shape without breaking • show a shiny luster when scratched or polished"
Q01938,"In what way do transit systems, such as buses, benefit society?"
Q01939,"The heart is the major organ of the circulatory system. Which part of the body is responsible for delivering de-oxygenated blood to the heart?"
Q01940,"What are commonly found in soil and water?"
Q01941,"Something can be classed as hitting if"
Q01942,"The first consumption of breast milk or formula floods the baby's gastrointestinal tract with what?"
Q01943,"What did ancestors of hagfish probably have?"
Q01944,"What do lobsters lack?"
Q01945,"Named after the dutch physicist, the van de graaff is a type of what device used for nuclear research?"
Q01946,"What do birds, bats and butterflies have in common?"
Q01947,"When my parents reproduce they pass on genes like"
Q01948,"the night sky shows very far away what"
Q01949,"What can cause food to spoil?"
Q01950,"What do all animals need?"
Q01951,"What is the amount of solute that can dissolve in a given amount of solvent at a given temperature?"
Q01952,"Concentration is the removal of solvent, which increases the concentration of what?"
Q01953,"How do wolves hunt?"
Q01954,"A desert is a type of what community in an ecosystem?"
Q01955,"What is it called when multiple faults are located in close proximity to one another?"
Q01956,"An animal living where will be protected from an elemental part of the ecosystem?"
Q01957,"Pollution is extremely difficult to contain in a"
Q01958,"Catalysts can greatly increase the rates of chemical what?"
Q01959,"What are molecules that the immune system recognizes as foreign to the body?"
Q01960,"If a thing reacts in a situation, the most likely reason for the chemical reaction is"
Q01961,"What may cause animals to fight towards members of their own species?"
Q01962,"Water infiltrates the ground because soil and rock may have air spaces between the grains. these pores, or tiny holes, result in the rock's what?"
Q01963,"what control hormones?"
Q01964,"Most organisms live mainly in"
Q01965,"What can chordates go through?"
Q01966,"The length that an object has travelled in one or multiple directions can also be called what?"
Q01967,"What is the most important factor in determining the type of soil that forms in a particular area?"
Q01968,"What has to happen for roundworms to reproduce?"
Q01969,"A class plans an investigation to see which brand of light bulb lasts the longest. Which of these steps should come first?"
Q01970,"The penetration of the egg by a sperm takes place where?"
Q01971,"Which of the following is not an inherited trait of humans?"
Q01972,"Daffodils are plants that can perform both asexual and sexual reproduction. How does a daffodil population benefit more by reproducing sexually than asexually?"
Q01973,"Which form of electromagnetic waves have more energy: low frequency wave or high frequency waves?"
Q01974,"A creature of a certain age lays a clutch, so it is probably a"
Q01975,"Which kind of events can form mountains?"
Q01976,"In some cases, the nervous system directly stimulates endocrine glands to release hormones, which is referred to as what?"
Q01977,"Specialized cells protect the human body from disease-causing microbes by"
Q01978,"Most modern gymnosperms are trees covered in what?"
Q01979,"Surface tension is a property that can be found in what state of matter?"
Q01980,"What system carries nerve impulses to internal organs, controlling activities that are not under your control, such as sweating and digesting food?"
Q01981,"What is a basis for natural selection?"
Q01982,"What points north for navigation?"
Q01983,"What is used in order for Maglev trains to function?"
Q01984,"Cellular respiration that proceeds in the presence of oxygen is known as what?"
Q01985,"What animal group can be found in every environment on earth, but primarily in the warm and moist tropics?"
Q01986,"What is the plasma membrane mainly composed of?"
Q01987,"Erosion is caused by different kinds of"
Q01988,"In one of the steps of the carbon cycle, a person exhales a molecule of carbon dioxide (CO2) into the atmosphere. Which of the following is most likely to happen next to the atom of carbon in this molecule?"
Q01989,"One gram of proteins provides how many calories of energy?"
Q01990,"Which of these tools would be best to use when observing insects in a field?"
Q01991,"Weathering means eroding rocks down into what pieces of minerals?"
Q01992,"A compass would be useful to"
Q01993,"The fundamental units of life vary in size and shape but are all very what?"
Q01994,"What is formed from extreme heat and pressure?"
Q01995,"What gas comprises about three-fourths of earth's atmosphere?"
Q01996,"What helps control the muscles and maintain balance?"
Q01997,"What has a positive impact on where something lives?"
Q01998,"Students watched a bird fly to and from a large bush every few minutes. The students told their teacher, 'The bird has a nest in that bush.' This statement is an example of"
Q01999,"What can cause objects to repel each other?"
Q02000,"Pakicetus and rodhocetus are considered to be ancestors of modern what?"
